id HYSS litter adj_age adj_bf
LLCFJYA16738912 11201632 11167389 146.010161228407 15.8554387759847
LLCFJYA14046612 11201442 11140466 185.241531285552 15.2908238776517
LLCFJYA17148011 11201812 11171480 158.178812942366 12.1291395587732
LLCFJYA15208611 11201532 11152086 148.04564556962 11.0564898333588
LLCFJYA17011413 11201842 11170114 139.872803986711 14.196782928505
LLCFJYB20411402 12202112 12204114 165.365326623971 20.917124716956
LLCFJYA15259211 11201532 11152592 137.070787932564 13.9813429297936
LLCFJYA18511908 11201832 11185119 152.145679389313 10.5116311335152
LLCFJYA18805606 11201912 11188056 164.244326295585 13.4530995675022
LLCFJYA20018909 11202032 11200189 159.838186046512 14.3577223300095
LLCFJYA17445317 11201722 11174453 155.651596899225 17.4592310942121
LLCFJYA18417311 11201822 11184173 153.612880597015 14.957607564584
LLCFJYA17736812 11201742 11177368 154.38430075188 14.1250056965775
LLCFJYA20022309 11202032 11200223 172.832713450292 13.8514185903791
LLCFJYA20325701 11202111 11203257 148.456015015015 11.3484606130309
LLCFJYB20282213 12202041 12202822 148.91074789916 14.1539210258139
LLCFJYA18965202 11201911 11189652 148.577597938144 11.2527884087426
LLCFJYA20939504 11202021 11209395 160.132588785047 8.49767569635902
LLCFJYB19379801 12202011 12193798 150.414491773309 13.039536440538
LLCFJYA19710904 11202011 11197109 134.950389671362 14.3286862085248
LLCFJYA20822302 11202021 11208223 168.785120819849 12.8909410819442
LLCFJYB20476305 12202111 12204763 157.688568523431 9.43038669844933
LLCFJYA19620202 11202041 11196202 134.853396694215 13.4298689811488
LLCFJYA16097602 11201641 11160976 137.807666666667 12.0590916875301
LLCFJYA20833506 11202021 11208335 164.13975 12.2124627728531
LLCFJYA16587801 11201621 11165878 155.282093117409 10.5195139001944
LLCFJYA20932312 11202022 11209323 168.283547325103 9.14792319554295
LLCFJYA17032802 11201841 11170328 149.845504504505 12.6795057578694
LLCFJYA17066504 11201841 11170665 150.685736842105 13.244484756276
LLCFJYA17016702 11201841 11170167 150.506674255692 18.5113292105856
LLCFJYA17177604 11201811 11171776 161.181487804878 10.7456600353301
LLCFJYA16685202 11201631 11166852 158.041628930818 12.0236431307722
LLCFJYA15219613 11201532 11152196 144.080153846154 15.189393541612
LLCFJYA18570106 11201832 11185701 163.058823906083 10.6493841158584
LLCFJYB20253310 12202042 12202533 173.66056964657 10.7971260613978
LLCFJYA15230711 11201532 11152307 148.78214516129 18.0396868750914
LLCFJYA17187113 11201812 11171871 165.978135021097 11.582989349233
LLCFJYA18348310 11201822 11183483 158.41894458653 14.5616631430585
LLCFJYA20315304 11202112 11203153 177.292838504375 13.029376654633
LLCFJYB20253110 12202042 12202531 153.58848706512 10.7419312914266
LLCFJYA19711810 11202012 11197118 171.440519337017 12.5543996162661
LLCFJYA20415902 11202112 11204159 156.066532833021 16.355192648865
LLCFJYB20048704 12202022 12200487 145.450222005842 18.3211998302127
LLCFJYA17576911 11201732 11175769 154.81019047619 13.3537367862254
LLCFJYA17246912 11201812 11172469 145.34041509434 19.8473676988519
LLCFJYB20297804 12202142 12202978 156.21824403183 16.4182235966156
LLCFJYB20040308 12202022 12200403 150.512536585366 15.0361574445967
LLCFJYA20948611 11202032 11209486 176.554 9.96447516476451
LLCFJYA15223111 11201532 11152231 154.990890756303 15.6259808151043
LLCFJYA15216513 11201532 11152165 152.510760259179 10.9869467757911
LLCFJYA15259212 11201532 11152592 167.723987966306 9.44498640282358
LLCFJYA15259812 11201532 11152598 155.076231759657 16.1638760814381
